# sefstars.txt: Swiss Ephemeris fixed stars data file, 
# last modified on 26-oct-2018 by Dieter Koch.
Deneb        ,alCyg,ICRS,20,41,25.91514,+45,16,49.2197,2.01,1.85,-4.9,2.31,1.25, 44, 3541
Deneb Adige ,alCyg,ICRS,20,41,25.91514,+45,16,49.2197,2.01,1.85,-4.9,2.31,1.25, 44, 3541
Rigel        ,beOri,ICRS,05,14,32.27210,-08,12,05.8981,1.31,0.5,17.8,3.78,0.13,-08, 1063
Mira        ,omiCet,ICRS,02,19,20.79210,-02,58,39.4956,9.33,-237.36,63.5,10.91,6.53,-03,  353
Ain          ,epTau,ICRS,04,28,36.99882,+19,10,49.5446,106.19,-37.84,38.5,22.24,3.53, 18,  640
Segin        ,epCas,ICRS,01,54,23.72567,+63,40,12.3628,32.09,-18.94,-8.3,7.92,3.37, 62,  320
#
# All of the above data are duplicates for better performance and correct
# functioning of the function swe_fixstar()/swe_fixstar_ut().
# They are not required for the newer function swe_fixstar2()/swe_fixstar2_ut().
#
# Fixed stars brighter than Magnitude 5 
# This file is based on data provided by S. Moshier.
# It was later increased and improved by Valentin Abramov and Dieter Koch
# (see history further below).
#
# The data in a star record are:
# traditional name (no leading blanks in field)
# nomenclature name (no leading blanks in field)
# equinox (must be either '1950' or '2000' or 'ICRS')
# right ascension hours
#               minutes
#               seconds
# declination   degrees
#               minutes
#               seconds
# proper motion in right asc., 0.001"/year * cos(decl0)
#               in decl., 0.001"/year
# radial velocity in km/s
# annual parallax in 0.001"
# magnitude V
# DM zone (Durchmusterung zone; declination 1900)
# DM number 
# The last two parameters are not supported and are not required for 
# the file to be valid (since SE 2.07).
#
# To achieve higher speed for swe_fixstar(), you can copy the 
# stars you prefer to the top of the list
#
# File editing History:
# ---------------------
# 7 May 1999:
# File was improved by Valentin Abramov, Tartu, Estonia in April 1999.
# - The stars are ordered by constellation.
# - Most names come from Arabic and have several transliterations, 
#   e.g. Algieba and Al Jabhah. In such cases, the record has been 
#   duplicated and both spellings have been given.
# 
# 11 Jan 2006, Dieter Koch:
# File updated with data from the SIMBAD Astronomical Database.
# http://simbad.u-strasbg.fr/simbad/sim-fid
# 
# The Galactic Center was taken from 
# The Astrophysical Journal, Volume 518, Issue 1, pp. L33-L35.
#
# 22 May 2016, DK:
# File updated with data from the SIMBAD Astronomical Database.
# http://simbad.u-strasbg.fr/simbad/sim-fid
#
# 1 Nov 2016, DK:
# 110 stars added
#
# 4 Jan 2018, DK:
# Some wrong traditional names corrected.
# Names added from https://www.iau.org/public/themes/naming_stars/
# "List of IAU-approved Star Names as of 19 November 2017"
# File updated with data from the SIMBAD Astronomical Database.
# ---------------------------------------------
#
# Andromeda
Alpheratz    ,alAnd,ICRS,00,08,23.25988,+29,05,25.5520,137.46,-163.44,-10.1,33.62,2.06, 28,    4
Sirrah       ,alAnd,ICRS,00,08,23.25988,+29,05,25.5520,137.46,-163.44,-10.1,33.62,2.06, 28,    4
Mirach       ,beAnd,ICRS,01,09,43.92388,+35,37,14.0075,175.9,-112.2,0.06,16.52,2.05, 34,  198
Almaak     ,ga-1And,ICRS,02,03,53.9531,+42,19,47.009,43.08,-50.85,-11.7,9.19,2.1, 41,  395
Almak      ,ga-1And,ICRS,02,03,53.9531,+42,19,47.009,43.08,-50.85,-11.7,9.19,2.1, 41,  395
Almac      ,ga-1And,ICRS,02,03,53.9531,+42,19,47.009,43.08,-50.85,-11.7,9.19,2.1, 41,  395
Almach     ,ga-1And,ICRS,02,03,53.9531,+42,19,47.009,43.08,-50.85,-11.7,9.19,2.1, 41,  395
             ,deAnd,ICRS,00,39,19.67518,+30,51,39.6783,114.45,-84.02,-9.88,30.91,3.28, 30,   91
             ,epAnd,ICRS,00,38,33.34610,+29,18,42.3135,-229.04,-253.11,-84.43,19.91,4.38, 28,  103
             ,zeAnd,ICRS,00,47,20.32547,+24,16,01.8408,-101.17,-81.77,-24.43,17.24,4.06, 23,  106
             ,ioAnd,ICRS,23,38,08.20130,+43,16,05.0649,27.64,-1.02,-0.5,6.53,4.29, 42, 4720
             ,kaAnd,ICRS,23,40,24.50763,+44,20,02.1566,80.73,-18.7,-12.7,19.37,4.14, 43, 4522
             ,laAnd,ICRS,23,37,33.84261,+46,27,29.3380,159.31,-422.38,6.84,37.87,3.82, 45, 4283
             ,muAnd,ICRS,00,56,45.21211,+38,29,57.6380,153.48,36.49,7.2,25.14,3.87, 37,  175
             ,nuAnd,ICRS,00,49,48.84737,+41,04,44.0764,22.77,-18.35,-23.9,5.28,4.53, 40,  171
Adhil        ,xiAnd,ICRS,01,22,20.41924,+45,31,43.6003,31.45,8.83,-12.87,15.21,4.868, 44,  287
            ,omiAnd,ICRS,23,01,55.26459,+42,19,33.5334,22.99,0.88,-14,4.75,3.62, 41, 4664
             ,piAnd,ICRS,00,36,52.84926,+33,43,09.6384,14.75,-3.51,8.2,5.45,4.36, 32,  101
             ,rhAnd,ICRS,00,21,07.26951,+37,58,06.9804,58.93,-38.56,10.4,20.6,5.18, 37,   45
             ,siAnd,ICRS,00,18,19.65745,+36,47,06.8107,-65.67,-42,-8.2,24.2,4.52, 35,   44
Adhab        ,upAnd,ICRS,01,36,47.84216,+41,24,19.6443,-173.33,-381.8,-28.59,74.12,4.1, 40,  332
Titawin      ,upAnd,ICRS,01,36,47.84216,+41,24,19.6443,-173.33,-381.8,-28.59,74.12,4.1, 40,  332
             ,psAnd,ICRS,23,46,02.04663,+46,25,12.9788,9.07,-7.83,-23.71,3.25,4.966, 45, 4321
            ,omeAnd,ICRS,01,27,39.38177,+45,24,24.0727,356.99,-109.4,12.4,34.94,4.83, 44,  307
Veritate    ,14And,ICRS,23,31,17.41346,+39,14,10.3092,286.72,-84.22,-59.99,12.63,5.22, 0,0
Nembus      ,51And,ICRS,01,37,59.55699,+48,37,41.5695,61.95,-112.15,16.21,18.41,3.57,0,0
Andromeda Galaxy,M31,ICRS,00,42,44.330,+41,16,07.50,-35.99,-12.92,-301,0.00128205,3.44,  0,    0
# Antila
             ,alAnt,ICRS,10,27,09.10037,-31,04,03.9961,-81.61,10.53,12.2,8.91,4.25,-30, 8465
             ,epAnt,ICRS,09,29,14.71968,-35,57,04.8074,-24.69,5.04,22.2,4.59,4.51,-35, 5724
             ,thAnt,ICRS,09,44,12.09512,-27,46,10.1011,-53.23,37.24,24,9.61,4.79,-27, 6881
             ,ioAnt,ICRS,10,56,43.05206,-37,08,15.9552,76.14,-124.43,-0.2,17.16,4.6,-36, 6808
# Apus
             ,alAps,ICRS,14,47,51.71203,-79,02,41.1032,-4.58,-15.88,-0.1,7.3,3.798,-78,  893
             ,beAps,ICRS,16,43,04.65651,-77,31,02.7629,-282.7,-354.81,-30.3,20.78,4.24,0,0
             ,gaAps,ICRS,16,33,27.08379,-78,53,49.7372,-125.51,-78.25,5.4,20.87,3.854,-78, 1103
           ,de-1Aps,ICRS,16,20,20.80462,-78,41,44.6889,-10.23,-37.43,-12,4.28,4.68,-78, 1092
             ,thAps,ICRS,14,05,19.87784,-76,47,48.3204,-87.54,-32.54,10.2,8.84,5.5,-76,  799
             ,ioAps,ICRS,17,22,05.87559,-70,07,23.5400,-1.94,-10.99,-4.3,2.47,5.41,-69, 2719
           ,ka-1Aps,ICRS,15,31,30.82178,-73,23,22.5291,0.56,-18.4,62,2.63,5.49,-72, 1802
# Aquila
Altair       ,alAql,ICRS,19,50,46.99855,+08,52,05.9563,536.23,385.29,-26.6,194.95,0.76, 08, 4236
Shravana     ,alAql,ICRS,19,50,46.99855,+08,52,05.9563,536.23,385.29,-26.6,194.95,0.76, 08, 4236
Alshain      ,beAql,ICRS,19,55,18.79256,+06,24,24.3425,45.27,-481.91,-40.07,73,3.71, 06, 4357
Tarazed      ,gaAql,ICRS,19,46,15.58029,+10,36,47.7408,16.99,-2.98,-2.79,8.26,2.72, 10, 4043
Delta Aquilae,deAql,ICRS,19,25,29.90139,+03,06,53.2061,254.54,82.51,-34,64.41,3.36, 02, 3879
Al Mizan     ,deAql,ICRS,19,25,29.90139,+03,06,53.2061,254.54,82.51,-34,64.41,3.36, 02, 3879
Deneb el Okab Borealis,epAql,ICRS,18,59,37.35872,+15,04,05.8871,-50.75,-72.36,-45.9,21.05,4.02, 14, 3736
Deneb el Okab Australis,zeAql,ICRS,19,05,24.60802,+13,51,48.5182,-7.25,-95.56,-25,39.28,2.99, 13, 3899
Dheneb       ,zeAql,ICRS,19,05,24.60802,+13,51,48.5182,-7.25,-95.56,-25,39.28,2.99, 13, 3899
Bazak        ,etAql,ICRS,19,52,28.36775,+01,00,20.3696,6.91,-8.21,-25.1,2.36,3.8, 00, 4337
Tseen Foo    ,thAql,ICRS,20,11,18.266,-00,49,17.31,35.26,5.71,-28.02,11.39,3.22,-01, 3911
Al Thalimaim Posterior,ioAql,ICRS,19,36,43.27606,-01,17,11.7611,-0.87,-20.39,-21.4,8.34,4.36,-01, 3782
             ,kaAql,ICRS,19,36,53.44952,-07,01,38.9176,1.63,-2.65,-19.4,1.94,4.96,-07, 5006
Al Thalimaim Anterior,laAql,ICRS,19,06,14.93898,-04,52,57.2007,-18.69,-91.02,-8.8,26.37,3.43,-05, 4876
             ,muAql,ICRS,19,34,05.35353,+07,22,44.1796,213.73,-156.55,-24.81,30.31,4.45, 07, 4132
             ,rhAql,ICRS,20,14,16.61886,+15,11,51.3923,55.03,58.14,-23,21.75,4.946, 14, 4227
             ,taAql,ICRS,20,04,08.31550,+07,16,40.6683,14.74,12.1,-29.52,7.06,5.508, 06, 4416
          ,ome-1Aql,ICRS,19,17,48.99903,+11,35,43.5291,0.94,13.84,-14.3,7.86,5.283, 11, 3790
Libertas    ,xiAql,ICRS,19,54,14.88184,+08,27,41.2299,101.91,-81.2,-41.07,17.77,4.707, 0,0
Bered     ,12Aql,ICRS,19,01,40.82707,-05,44,20.8134,-24.41,-39.66,-43.92,22.66,4.02, 0, 0
# Aquarius
Sadalmelek   ,alAqr,ICRS,22,05,47.036,-00,19,11.46,18.25,-9.39,6.85,6.23,2.94,-01, 4246
Sadalmelik   ,alAqr,ICRS,22,05,47.036,-00,19,11.46,18.25,-9.39,6.85,6.23,2.94,-01, 4246
Sadalsuud    ,beAqr,ICRS,21,31,33.53171,-05,34,16.2320,18.77,-8.21,6.28,6.07,2.89,-06, 5770
Sadalachbia  ,gaAqr,ICRS,22,21,39.37542,-01,23,14.4031,129.53,7.77,-15.7,19.92,3.834,-02, 5741
Sadachbia    ,gaAqr,ICRS,22,21,39.37542,-01,23,14.4031,129.53,7.77,-15.7,19.92,3.834,-02, 5741
Skat         ,deAqr,ICRS,22,54,39.01351,-15,49,14.9782,-42.6,-27.89,17.4,20.31,3.28,-16, 6173
Albali       ,epAqr,ICRS,20,47,40.55260,-09,29,44.7877,33.98,-34.77,-15.3,15.7,3.77,-10, 5506
Altager      ,epAqr,ICRS,20,47,40.55260,-09,29,44.7877,33.98,-34.77,-15.3,15.7,3.77,-10, 5506
Sadaltager    ,ze-1Aqr,ICRS,22,28,49.759,-00,01,13.96,191,37,28.9,0,4.49,0, 0
Hydria        ,etAqr,ICRS,22,35,21.38126,-00,07,02.9888,89.74,-55.81,-5.5,19.43,4.03,-00, 4384
Deli          ,etAqr,ICRS,22,35,21.38126,-00,07,02.9888,89.74,-55.81,-5.5,19.43,4.03,-00, 4384
Ancha        ,thAqr,ICRS,22,16,50.03635,-07,46,59.8480,118.8,-22.18,-13.77,17.4,4.16,-08, 5845
             ,ioAqr,ICRS,22,06,26.22742,-13,52,10.8615,36.89,-58.99,-9,18.62,4.27,-14, 6209
Situla       ,kaAqr,ICRS,22,37,45.38049,-04,13,40.9939,-69.23,-119.67,7.31,15.25,5.03,-04, 5716
Ekkhysis     ,laAqr,ICRS,22,52,36.87441,-07,34,46.5542,17.02,33.03,-10.46,8.47,3.79,-08, 5968
Hydor        ,laAqr,ICRS,22,52,36.87441,-07,34,46.5542,17.02,33.03,-10.46,8.47,3.79,-08, 5968
Shatabhishaj ,laAqr,ICRS,22,52,36.87441,-07,34,46.5542,17.02,33.03,-10.46,8.47,3.79,-08, 5968
Shatabhishak ,laAqr,ICRS,22,52,36.87441,-07,34,46.5542,17.02,33.03,-10.46,8.47,3.79,-08, 5968
             ,muAqr,ICRS,20,52,39.23277,-08,58,59.9499,45.75,-33.59,-9.1,20.74,4.717,-09, 5598
Albulaan     ,nuAqr,ICRS,21,09,35.64888,-11,22,18.0851,94.12,-14.62,-11.23,20.47,4.52,-11, 5538
Seat         ,piAqr,ICRS,22,25,16.62285,+01,22,38.6346,17.83,2.41,-4.9,4.17,4.64, 00, 4872
             ,siAqr,ICRS,22,30,38.81546,-10,40,40.6238,0.3,-26.87,11.7,11.26,4.81,-11, 5850
           ,ta-2Aqr,ICRS,22,49,35.50157,-13,35,33.4767,-13.71,-39.03,1.1,10.27,3.98,-14, 6354
             ,phAqr,ICRS,23,14,19.35787,-06,02,56.3998,43.12,-194.45,2.48,16.14,4.22,-06, 6170
Bunda        ,xiAqr,ICRS,21,37,45.10931,-07,51,15.1299,114.2,-25.03,-18,18.26,4.69,-08, 5701
             ,upAqr,ICRS,22,34,41.63641,-20,42,29.5779,220.78,-146.76,-3.7,44.09,5.2,-21, 6251
           ,ps-1Aqr,ICRS,23,15,53.49482,-09,05,15.8546,368.78,-17.16,-25.88,21.77,4.25,-09, 6156
           ,ps-3Aqr,ICRS,23,18,57.67658,-09,36,38.7054,43.33,-8.3,-10,12.47,5.003,-10, 6094
          ,ome-2Aqr,ICRS,23,42,43.34473,-14,32,41.6523,99.28,-66.32,3.2,21.96,4.484,-15, 6476
          ,3Aqr,ICRS,20,47,44.23898,-05,01,39.7220,1.68,-40.06,-22,5.57,4.44,0, 0
          ,88Aqr,ICRS,23,09,26.79681,-21,10,20.6812,55.4,30.49,21.3,12.05,3.64,0, 0
          ,98Aqr,ICRS,23,22,58.22606,-20,06,02.0963,-121.28,-97.59,-6.1,19.96,3.98,0, 0
Trappist-1 ,Trappist-1,ICRS,23,06,29.36,-05,02,29.2,922.1,-471.9,-54,82.58,18.798,0,0
# Ara
Ara          ,alAra,ICRS,17,31,50.49153,-49,52,34.1220,-33.27,-67.22,0,12.2,2.95,-49,11511
             ,beAra,ICRS,17,25,17.98835,-55,31,47.5868,-8.51,-25.24,-0.3,5.05,2.85,-55, 8100
             ,gaAra,ICRS,17,25,23.65931,-56,22,39.8148,-0.44,-15.77,-3,2.93,3.34,0,0
             ,deAra,ICRS,17,31,05.91272,-60,41,01.8522,-54.01,-99.25,10,16.48,3.62,-60, 6842
           ,ep-1Ara,ICRS,16,59,35.04880,-53,09,37.5713,2.16,22.04,23.85,9.04,4.05,-52,10372
             ,zeAra,ICRS,16,58,37.21217,-55,59,24.5203,-17.8,-36.67,-6,6.71,3.076,-55, 7766
             ,etAra,ICRS,16,49,47.15653,-59,02,28.9575,39.73,-24.91,9,10.9,3.744,-58, 6906
             ,thAra,ICRS,18,06,37.87129,-50,05,29.3125,-8.27,-8.7,3.4,4.01,3.66,-50,11720
Cervantes    ,muAra,ICRS,17,44,08.70114,-51,50,02.5853,-16.85,-190.6,-9.36,64.47,5.15,-51,11094
# Aries
Hamal        ,alAri,ICRS,02,07,10.40570,+23,27,44.7032,188.55,-148.08,-14.64,49.56,2.01, 22,  306
Sheratan     ,beAri,ICRS,01,54,38.41099,+20,48,28.9133,98.74,-110.41,-3.1,55.6,2.65, 20,  306
Ashvini     ,beAri,ICRS,01,54,38.41099,+20,48,28.9133,98.74,-110.41,-3.1,55.6,2.65, 20,  306
Mesarthim    ,gaAri,ICRS,01,53,31.81479,+19,17,37.8790,79.2,-97.63,-0.6,19.88,3.88, 18,  243
Botein       ,deAri,ICRS,03,11,37.76465,+19,43,36.0397,153.33,-8.28,22.81,19.22,4.37, 19,  477
             ,zeAri,ICRS,03,14,54.09731,+21,02,40.0103,-27.83,-74.59,7.3,12.44,4.869, 20,  527
             ,thAri,ICRS,02,18,07.53838,+19,54,04.1862,-13.19,0.72,2.3,7.29,5.572, 19,  340
             ,nuAri,ICRS,02,38,48.99425,+21,57,41.0616,-7.47,-15.9,8,9.68,5.451, 21,  362
             ,siAri,ICRS,02,51,29.58609,+15,04,55.4500,30.13,-23.68,17,6.6,5.516, 14,  480
           ,ta-1Ari,ICRS,03,21,13.62411,+21,08,49.5150,20.98,-21.8,14.7,6.41,5.355, 20,  543
Lilii Borea ,39Ari,ICRS,02,47,54.54142,+29,14,49.6132,149.47,-127.05,-15.53,19.01,4.51, 0,0
Bharani    ,41Ari,ICRS,02,49,59.03324,+27,15,37.8260,66.81,-116.52,4,19.69,3.594, 20,  543
# Auriga
Capella      ,alAur,ICRS,05,16,41.35871,+45,59,52.7693,75.25,-426.89,29.19,76.2,0.08, 45, 1077
Brahmahridaya,alAur,ICRS,05,16,41.35871,+45,59,52.7693,75.25,-426.89,29.19,76.2,0.08, 45, 1077
Menkalinan   ,beAur,ICRS,05,59,31.72293,+44,56,50.7573,-56.44,-0.95,-15.75,40.21,1.9, 44, 1328
Prijipati    ,deAur,ICRS,05,59,31.63201,+54,17,04.7703,81.81,-132.98,9.75,25.88,3.72, 54,  970
Maaz         ,epAur,ICRS,05,01,58.13245,+43,49,23.9059,-0.86,-2.66,-10.4,1.53,2.99, 43, 1166
Almaaz       ,epAur,ICRS,05,01,58.13245,+43,49,23.9059,-0.86,-2.66,-10.4,1.53,2.99, 43, 1166
Al Anz       ,epAur,ICRS,05,01,58.13245,+43,49,23.9059,-0.86,-2.66,-10.4,1.53,2.99, 43, 1166
Haedi        ,zeAur,ICRS,05,02,28.68739,+41,04,33.0200,9.45,-20.71,11.32,4.15,3.75, 40, 1142
Hoedus I     ,zeAur,ICRS,05,02,28.68739,+41,04,33.0200,9.45,-20.71,11.32,4.15,3.75, 40, 1142
Sadatoni     ,zeAur,ICRS,05,02,28.68739,+41,04,33.0200,9.45,-20.71,11.32,4.15,3.75, 40, 1142
Saclateni    ,zeAur,ICRS,05,02,28.68739,+41,04,33.0200,9.45,-20.71,11.32,4.15,3.75, 40, 1142
Hoedus II    ,etAur,ICRS,05,06,30.89337,+41,14,04.1127,31.45,-67.87,7.3,13.4,3.18, 41, 1058
Haedus       ,etAur,ICRS,05,06,30.89337,+41,14,04.1127,31.45,-67.87,7.3,13.4,3.18, 41, 1058
Bogardus     ,thAur,ICRS,05,59,43.27012,+37,12,45.3047,43.63,-73.79,29.3,19.7,2.62, 41, 1058
Manus        ,thAur,ICRS,05,59,43.27012,+37,12,45.3047,43.63,-73.79,29.3,19.7,2.62, 41, 1058
Mahasim      ,thAur,ICRS,05,59,43.27012,+37,12,45.3047,43.63,-73.79,29.3,19.7,2.62, 41, 1058
Hasseleh     ,ioAur,ICRS,04,56,59.62109,+33,09,57.9585,6.79,-14.88,17.78,6.61,2.69, 32,  855
Hassaleh     ,ioAur,ICRS,04,56,59.62109,+33,09,57.9585,6.79,-14.88,17.78,6.61,2.69, 32,  855
Al Khabdhilinan,ioAur,ICRS,04,56,59.62109,+33,09,57.9585,6.79,-14.88,17.78,6.61,2.69, 32,  855
             ,kaAur,ICRS,06,15,22.68906,+29,29,53.0760,-70.88,-261.42,20.69,18.43,4.35, 29, 1154
             ,laAur,ICRS,05,19,08.47420,+40,05,56.5826,518.99,-665.06,66.57,79.17,4.71, 39, 1248
             ,muAur,ICRS,05,13,25.71733,+38,29,04.1879,-19.18,-72.93,26,21.32,4.821, 38, 1063
             ,nuAur,ICRS,05,51,29.40040,+39,08,54.5428,10.33,1.73,9.92,14.16,3.95, 39, 1429
             ,xiAur,ICRS,05,54,50.78082,+55,42,25.0084,-4.85,17.29,-11.8,13.69,4.96, 55, 1027
            ,omiAur,ICRS,05,45,54.04306,+49,49,34.6097,-6.97,-1.22,-7.7,7.89,5.46, 49, 1398
             ,chAur,ICRS,05,32,43.67312,+32,11,31.2753,-1.52,-4.33,-0.2,0.01,4.79, 32, 1024
           ,ps-1Aur,ICRS,06,24,53.90129,+49,17,16.4199,-0.66,-1.82,4.4,0.82,4.75, 49, 1488
           ,ps-5Aur,ICRS,06,46,44.33818,+43,34,38.7268,-1.07,164.25,-23.9,59.82,5.246, 43, 1595
           ,ps-6Aur,ICRS,06,47,39.57703,+48,47,22.1222,-4.32,7.19,-6.51,9.05,5.216, 48, 1436
# Bootes
Arcturus     ,alBoo,ICRS,14,15,39.67207,+19,10,56.6730,-1093.39,-2000.06,-5.19,88.83,-0.05, 19, 2777
Svati      ,alBoo,ICRS,14,15,39.67207,+19,10,56.6730,-1093.39,-2000.06,-5.19,88.83,-0.05, 19, 2777
Nekkar       ,beBoo,ICRS,15,01,56.76238,+40,23,26.0406,-40.15,-28.86,-18.4,14.48,3.52, 40, 2840
Seginus      ,gaBoo,ICRS,14,32,04.67180,+38,18,29.7043,-115.71,151.16,-32.4,37.58,3.02, 38, 2565
Haris        ,gaBoo,ICRS,14,32,04.67180,+38,18,29.7043,-115.71,151.16,-32.4,37.58,3.02, 38, 2565
Princeps     ,deBoo,ICRS,15,15,30.16295,+33,18,53.3926,84.74,-111.58,-12.29,26.78,3.49, 33, 2561
Izar         ,epBoo,ICRS,14,44,59.21746,+27,04,27.2099,-50.95,21.07,-16.31,16.1,2.39, 27, 2417
Mirak        ,epBoo,ICRS,14,44,59.21746,+27,04,27.2099,-50.95,21.07,-16.31,16.1,2.39, 27, 2417
Pulcherrima  ,epBoo,ICRS,14,44,59.21746,+27,04,27.2099,-50.95,21.07,-16.31,16.1,2.39, 27, 2417
             ,zeBoo,ICRS,14,41,08.95158,+13,43,41.8967,51.95,-11.08,-8.5,18.56,3.793,0,0
Mufrid       ,etBoo,ICRS,13,54,41.07892,+18,23,51.7946,-60.95,-356.29,0.7,87.75,2.68, 19, 2725
Muphrid      ,etBoo,ICRS,13,54,41.07892,+18,23,51.7946,-60.95,-356.29,0.7,87.75,2.68, 19, 2725
Asellus Primus  ,thBoo,ICRS,14,25,11.79703,+51,51,02.6769,-235.4,-399.07,-11.6,68.82,4.05, 52, 1804
Asellus Secundus,ioBoo,ICRS,14,16,09.92995,+51,22,02.0267,-149.39,88.72,-18.7,34.4,4.75, 52, 1784
Asellus Tertius,ka-2Boo,ICRS,14,13,29.00737,+51,47,23.8856,61.03,-9.22,-15.6,19.96,4.51, 52, 1782
Xuange       ,laBoo,ICRS,14,16,23.01880,+46,05,17.9005,-187.33,159.05,-7.9,32.94,4.18, 46, 1949
Alkalurops ,mu-1Boo,ICRS,15,24,29.42836,+37,22,37.7577,-146.73,79.85,-8.6,28.83,4.296, 37, 2636
           ,nu-1Boo,ICRS,15,30,55.75951,+40,49,58.9743,11.28,-8.11,-11.12,3.89,5.026, 41, 2609
Hemelein Prima,rhBoo,ICRS,14,31,49.78962,+30,22,17.1781,-100.9,120.73,-13.57,20.37,3.59, 31, 2628
Al Hamalain   ,rhBoo,ICRS,14,31,49.78962,+30,22,17.1781,-100.9,120.73,-13.57,20.37,3.59, 31, 2628
Hemelein Secunda,siBoo,ICRS,14,34,40.81699,+29,44,42.4590,188.35,131.77,0.37,63.16,4.47, 30, 2536
             ,taBoo,ICRS,13,47,15.74340,+17,27,24.8552,-479.53,53.49,-16.03,64.03,4.49, 18, 2782
Ceginus      ,phBoo,ICRS,15,37,49.59790,+40,21,12.3635,61.23,60.09,-10.62,19.22,5.254, 40, 2907
             ,psBoo,ICRS,15,04,26.74234,+26,56,51.5399,-175.42,-4.06,-25.72,13.26,4.55, 27, 2447
Merga        ,38Boo,ICRS,14,49,18.66977,+46,06,58.3417,-6.73,-77.06,-4.5,20.41,5.757, 46, 1993
# Caelum
             ,alCae,ICRS,04,40,33.71305,-41,51,49.5075,-140.39,-74.82,-0.6,49.59,4.45,-42, 1587
             ,beCae,ICRS,04,42,03.48029,-37,08,39.4641,46.59,193.56,26.8,34.88,5.05,-37, 1867
             ,deCae,ICRS,04,30,50.09903,-44,57,13.5035,1.64,-3.09,14.2,4.63,5.059,-45, 1567
# Camelopardalis
             ,alCam,ICRS,04,54,03.01040,+66,20,33.6365,-0.13,6.89,6.1,0.52,4.29, 66,  358
